menu,price,genre,name,adress,tel,lat,lng,url
プレミアムモルツ マスターズドリーム 中,715,居酒屋,炭火焼鳥　権兵衛　茶屋町店,大阪府大阪市北区茶屋町１５－８　４Ｆ,050-5816-7770,34.7076229,135.4990846,https://www.hotpepper.jp/strJ000014074/
プレミアムモルツ レギュラーサイズ,550,イタリアン・フレンチ,スパッカ　アルバータ　ルクアイーレ店,大阪府大阪市北区梅田３-1-3 ルクアイーレ10F,050-5347-6155,34.7028866,135.4953236,https://www.hotpepper.jp/strJ001099664/
プレミアムモルツ 中,825,中華,海皇(はいふぁん) 堂島店,大阪府大阪市北区堂島１-4-2  ビールディング北新地3F,050-5287-1755,34.696101,135.4982009,https://www.hotpepper.jp/strJ001176657/
プレミアムモルツ 中,650,和食,だるま　きわ味　北新地店,大阪府大阪市北区曽根崎新地１‐５‐２５　だるまビル３F,06-6341-2730,34.6688351,135.502638,https://www.hotpepper.jp/strJ000805039/
プレミアムモルツ 中瓶,700,和食,だるま　きわ味　北新地店,大阪府大阪市北区曽根崎新地１‐５‐２５　だるまビル３F,06-6341-2730,34.6688351,135.502638,https://www.hotpepper.jp/strJ000805039/
プレミアムモルツ 中瓶,715,お好み焼き・もんじゃ,ぼてぢゅう　HEPナビオ店,大阪府大阪市北区角田町７‐１０ ＨＥＰナビオ７Ｆ　ナビオダイニング,050-5350-9747,34.7032182,135.5000051,https://www.hotpepper.jp/strJ000447276/
プレミアムモルツ 小,550,和食,だるま　きわ味　北新地店,大阪府大阪市北区曽根崎新地１‐５‐２５　だるまビル３F,06-6341-2730,34.6688351,135.502638,https://www.hotpepper.jp/strJ000805039/
プレミアムモルツ 小,550,中華,海皇(はいふぁん) 堂島店,大阪府大阪市北区堂島１-4-2  ビールディング北新地3F,050-5287-1755,34.696101,135.4982009,https://www.hotpepper.jp/strJ001176657/
プレミアムモルツ 小瓶,680,和食,北陸越前　はれや別邸,大阪府大阪市北区曽根崎新地１-5-21　松木興産ビル5F,06-6341-8089,34.6979791,135.497262,https://www.hotpepper.jp/strJ001169661/
プレミアムモルツ 樽生,550,イタリアン・フレンチ・ダイニングバー・バル,ピッツェリア　エ　トラットリア　ダ　ボッチャーノ　グランフロント梅田店,大阪府大阪市北区大深町４－２０　グランフロント南館8階,050-5452-4540,34.7053491,135.4945979,https://www.hotpepper.jp/strJ001258177/
プレミアムモルツ 瓶,660,焼肉・ホルモン,北新地 炭火焼肉　清次郎,大阪府大阪市北区曽根崎新地１-10-16 永楽ビルB1,050-5816-9012,34.6980434,135.4977038,https://www.hotpepper.jp/strJ000718142/
プレミアムモルツ 生,800,和食,北新地　鮨　千功堂,大阪府大阪市北区曽根崎新地１-6-23 杉の家ビル　1階,050-5499-3378,34.6975886,135.4987164,https://www.hotpepper.jp/strJ003389404/
プレミアムモルツ 生中,605,お好み焼き・もんじゃ,ぼてぢゅう　HEPナビオ店,大阪府大阪市北区角田町７‐１０ ＨＥＰナビオ７Ｆ　ナビオダイニング,050-5350-9747,34.7032182,135.5000051,https://www.hotpepper.jp/strJ000447276/
プレミアムモルツ 生中,550,焼肉・ホルモン,個室　焼肉　嬉野　梅田店,大阪府大阪市北区兎我野町11-14,050-5887-2446,34.7012789,135.5034553,https://www.hotpepper.jp/strJ001052371/
プレミアムモルツ 生中,660,焼肉・ホルモン,北新地 炭火焼肉　清次郎,大阪府大阪市北区曽根崎新地１-10-16 永楽ビルB1,050-5816-9012,34.6980434,135.4977038,https://www.hotpepper.jp/strJ000718142/
プレミアムモルツ 生小,385,お好み焼き・もんじゃ,ぼてぢゅう　HEPナビオ店,大阪府大阪市北区角田町７‐１０ ＨＥＰナビオ７Ｆ　ナビオダイニング,050-5350-9747,34.7032182,135.5000051,https://www.hotpepper.jp/strJ000447276/
プレミアムモルツ 生小,450,焼肉・ホルモン,個室　焼肉　嬉野　梅田店,大阪府大阪市北区兎我野町11-14,050-5887-2446,34.7012789,135.5034553,https://www.hotpepper.jp/strJ001052371/
プレミアムモルツ 生小,605,焼肉・ホルモン,北新地 炭火焼肉　清次郎,大阪府大阪市北区曽根崎新地１-10-16 永楽ビルB1,050-5816-9012,34.6980434,135.4977038,https://www.hotpepper.jp/strJ000718142/
プレミアムモルツ 香るエール,650,イタリアン・フレンチ,La Bilacia～ビランチャ～　梅田　NU茶屋町,大阪府大阪市北区茶屋町１０－１２　NU chayamachi 8F,050-5828-2755,34.7069626,135.4990769,https://www.hotpepper.jp/strJ000018869/
プレミアムモルツ 香るエール,500,和食,美食百景　花美咲　梅田店,大阪府大阪市北区梅田１-1-3　大阪駅前第三ビル33F,050-5845-7149,34.6987788,135.499416,https://www.hotpepper.jp/strJ000979695/
プレミアムモルツ 香るエール,500,ダイニングバー・バル,梅田 夜景 NORTH SEVEN UMEDA ノースセブン ウメダ,大阪府大阪市北区梅田１-1-3第三ビル33階,050-5845-7148,34.6987788,135.499416,https://www.hotpepper.jp/strJ000979666/
プレミアムモルツ 香るエール,638,イタリアン・フレンチ,梅田ワイン倶楽部,大阪府大阪市北区梅田1-9-20大阪マルビルB2F,06-6341-3800,34.6997768,135.4969056,https://www.hotpepper.jp/strJ000955176/
プレミアムモルツ 香るエール,500,居酒屋,しゃぶしゃぶ食べ放題専門店　黄金屋　こがねや　梅田店,大阪府大阪市北区梅田１-1-3　大阪駅前第三ビル　33F,050-5257-5541,34.6987788,135.499416,https://www.hotpepper.jp/strJ001109920/
プレミアムモルツ 黒,590,居酒屋,おばんざいバー　博多漁家　しらすくじら　グランフロント大阪,大阪府大阪市北区大深町3-1号　グランフロント大阪北館6階,06-6485-7292,34.7053446,135.4945926,https://www.hotpepper.jp/strJ001042574/
プレミアムモルツ(中),605,韓国料理・居酒屋,韓国料理　個室　まだん　阪急東通り店,大阪府大阪市北区堂山町５－３　堂山タウンビル1～3F,050-5816-7777,34.7028948,135.5024511,https://www.hotpepper.jp/strJ000027407/
プレミアムモルツ(中ビン),715,居酒屋・和食,個室 海鮮居酒屋 魚頂天酒場 まつり 梅田店,大阪府大阪市北区角田町5-1楽天地ビルB1F,050-5834-3547,34.7038579,135.5006159,https://www.hotpepper.jp/strJ001161135/
プレミアムモルツ(中瓶),770,中華,ロドス　大阪ステーションシティ　サウスゲートビルディング１６F,大阪府大阪市北区梅田３－１－１　大阪ステーションシティ　サウスゲートビルディング１６F,06-6347-1527,34.7017922,135.4963334,https://www.hotpepper.jp/strJ000012773/
プレミアムモルツ(小瓶),660,イタリアン・フレンチ,quatre lapin 北梅田（中津）,大阪府大阪市北区中津１-16-25-1F,080-9123-9191,34.7120734,135.4962865,https://www.hotpepper.jp/strJ001192025/
プレミアムモルツ(生) 中,550,ダイニングバー・バル,レストラン＆バー ENT,大阪府大阪市北区曽根崎１-2-7,06-6360-2200,34.6983989,135.5028546,https://www.hotpepper.jp/strJ001277338/
プレミアムモルツ(生) 小,400,ダイニングバー・バル,レストラン＆バー ENT,大阪府大阪市北区曽根崎１-2-7,06-6360-2200,34.6983989,135.5028546,https://www.hotpepper.jp/strJ001277338/
プレミアムモルツ<香る>エール,605,居酒屋,個室居酒屋　6年4組　梅田分校,大阪府大阪市北区梅田１－１－３　大阪駅前第３ビル３３階,050-5841-9633,34.6987788,135.499416,https://www.hotpepper.jp/strJ000717096/
プレミアムモルツ【生】,600,イタリアン・フレンチ・洋食,鎌倉グリル 洋食ビストロ,大阪府大阪市北区角田町8-47 阪急グランドビル阪急32番街空庭Dining 29F,050-5289-7521,34.7029862,135.4990478,https://www.hotpepper.jp/strJ001185805/
プレミアムモルツ中,660,和食,鮨　仙酢　総本店,大阪府大阪市北区曽根崎新地１-5-32　ボネールビルB1,050-5453-5619,34.6990236,135.5081067,https://www.hotpepper.jp/strJ001261218/
プレミアムモルツ中,660,和食,鮨　仙酢　本店　大阪駅前,大阪府大阪市北区芝田１-3-7,050-5453-5621,34.7059162,135.4974555,https://www.hotpepper.jp/strJ001261217/
プレミアムモルツ小,440,和食,鮨　仙酢　総本店,大阪府大阪市北区曽根崎新地１-5-32　ボネールビルB1,050-5453-5619,34.6990236,135.5081067,https://www.hotpepper.jp/strJ001261218/
プレミアムモルツ小,440,和食,鮨　仙酢　本店　大阪駅前,大阪府大阪市北区芝田１-3-7,050-5453-5621,34.7059162,135.4974555,https://www.hotpepper.jp/strJ001261217/
プレミアムモルツ生,550,居酒屋・中華,餃子工房　ちびすけ　梅田総本店,大阪府大阪市北区神山町８－７　日宝サンライズタウンビル１Ｆ,050-5828-9414,34.702665,135.504958,https://www.hotpepper.jp/strJ000013334/
プレミアムモルツ生,600,バー・カクテル,Rudelicious,大阪府大阪市北区豊崎５-8-14　第5扶栄ビル201,06-6372-5011,34.7113111,135.4977774,https://www.hotpepper.jp/strJ001145005/
プレミアムモルツ生,770,ダイニングバー・バル・居酒屋,eight　北新地　（ダイニングエイト）,大阪府大阪市北区曽根崎新地１-2-24 ニュー梅田ビル4F,050-5816-5852,34.6972927,135.4980352,https://www.hotpepper.jp/strJ000696759/
プレミアムモルツ生ジョッキ,630,イタリアン・フレンチ,ラ ペントラ,大阪府大阪市北区堂島１－２－７　パーマリィ・イン１F,06-6341-2640,34.6962634,135.4991582,https://www.hotpepper.jp/strJ000012610/
プレミアムモルツ生ビール,715,和食,写楽　大阪北第一店,大阪府大阪市北区堂島１-3-24 エスパス北新地20ビル,06-6344-2808,34.6970217,135.4974461,https://www.hotpepper.jp/strJ000018594/
プレミアムモルツ生ビール,600,和食,花狩人　かとう,大阪府大阪市北区梅田１－１－３　大阪駅前第3ビルB1F－48,06-6346-2044,34.6988257,135.4992804,https://www.hotpepper.jp/strJ000013604/
プレミアムモルツ生ピッチャー,2300,イタリアン・フレンチ,ラ ペントラ,大阪府大阪市北区堂島１－２－７　パーマリィ・イン１F,06-6341-2640,34.6962634,135.4991582,https://www.hotpepper.jp/strJ000012610/
プレミアムモルツ生ピルスナーグラス,530,イタリアン・フレンチ,ラ ペントラ,大阪府大阪市北区堂島１－２－７　パーマリィ・イン１F,06-6341-2640,34.6962634,135.4991582,https://www.hotpepper.jp/strJ000012610/
プレミアムモルツ香るエール,418,居酒屋・和食,個室 海鮮居酒屋 魚頂天酒場 まつり 梅田店,大阪府大阪市北区角田町5-1楽天地ビルB1F,050-5834-3547,34.7038579,135.5006159,https://www.hotpepper.jp/strJ001161135/
プレミアムモルツ香るエール,580,韓国料理・焼肉・ホルモン,韓国料理　三年間　byコッテジ,大阪府大阪市北区茶屋町4-6竹村ビル1階,050-5451-6089,34.706324,135.4993409,https://www.hotpepper.jp/strJ001250564/
プレミアムモルツ香るエール(Premium Mait's kaoru Ale),480,ダイニングバー・バル,食堂PLUG,大阪府大阪市北区中崎西１－８－３　suehirogaribldg.1階,050-5280-4576,34.7076229,135.5035402,https://www.hotpepper.jp/strJ001127835/
プレミアムモルツ香るエール/生ビール,660,創作料理,びすとろ炭火焼　一星,大阪府大阪市北区曽根崎新地１-6-29　宝ビル1F,050-5572-3615,34.6974151,135.4994344,https://www.hotpepper.jp/strJ001100104/
プレミアムヱビス樽詰生ビール (中),495,創作料理・和食,麦とろ自然生物語　阪急空庭ダイニング32番街　29階,大阪府大阪市北区角田町8-47　阪急グランドビル29階,050-5284-8378,34.7029862,135.4990478,https://www.hotpepper.jp/strJ001160305/
プレミアム・モルツ,500,居酒屋・ダイニングバー・バル,大衆酒場　むに,大阪府大阪市北区堂山町16-12,050-5449-0361,34.7041067,135.5026629,https://www.hotpepper.jp/strJ001227198/
プレミアム・モルツ,550,居酒屋・和食,個室 浜焼き×焼肉 食べ飲み放題 うみくに 梅田店,大阪府大阪市北区堂山町７-７角庄ビル７Ｆ,050-5499-3320,34.7032445,135.5020696,https://www.hotpepper.jp/strJ003388005/
プレミアム・モルツ,680,イタリアン・フレンチ・ダイニングバー・バル,Cafe and bar SOL,大阪府大阪市北区堂山町8-10,050-5368-0436,34.7034713,135.5028589,https://www.hotpepper.jp/strJ000717513/
プレミアム・モルツ,500,韓国料理,韓国料理　モシッタ,大阪府大阪市北区堂山町16-12,050-5289-4434,34.7041067,135.5026629,https://www.hotpepper.jp/strJ001184332/
プレミアム・モルツ(ドラフト・生),680,イタリアン・フレンチ・ダイニングバー・バル,トラットリア　イタリアンバール　 sol saliente,大阪府大阪市北区堂山町1-14　こだまレジャービルB1F,050-5366-4802,34.7028402,135.5040926,https://www.hotpepper.jp/strJ001131462/
ホフブロイオリジナルラガー,1056,ダイニングバー・バル・イタリアン・フレンチ,世界のビール博物館　グランフロント大阪店,大阪府大阪市北区大深町3-1 グランフロント大阪ショップ＆レストラン北館B1,050-5828-8938,34.7058527,135.4945265,https://www.hotpepper.jp/strJ001042758/
ミラー/ギネス/コロナ,900,ダイニングバー・バル,秘密の隠れ家　LAURANT(ローラン)　梅田店,大阪府大阪市北区曽根崎新地２-4-1ホテルマイステイズ堂島B1F,050-5861-5389,34.697437,135.494171,https://www.hotpepper.jp/strJ001018629/
メッツァコロナ ピノ・グリージョ レゼルヴァ,6600,居酒屋,創作串揚げ&ワイン 北新地 串柾,大阪府大阪市北区曽根崎新地１-2-28　シスタービルB1,050-5257-7205,34.7002187,135.5010362,https://www.hotpepper.jp/strJ001000662/
メッツァ・コロナ <イタリア/カヴェルネソーヴィニョン>,700,居酒屋,串焼き&ワイン　ウナチッタ,大阪府大阪市北区曽根崎２－１０－１９ 河合ビルB１,050-5834-2677,34.7007326,135.5009073,https://www.hotpepper.jp/strJ000973087/
モルツ,638,韓国料理,韓国式食堂 うしなべセンター,大阪府大阪市北区堂島１-3-28 堂島センター 1F,050-5283-6993,34.6968704,135.497759,https://www.hotpepper.jp/strJ003366150/
モルツ,549,居酒屋・ダイニングバー・バル,日本酒ビストロ　蔵バル　梅田店,大阪府大阪市北区曽根崎２-5-30　7階,050-5816-6102,34.6994743,135.5017411,https://www.hotpepper.jp/strJ000981070/
モルツ,490,アジア・エスニック料理,タイ屋台999梅田店,大阪府大阪市北区曽根崎２－９－１７,050-5368-7825,34.7003158,135.5009073,https://www.hotpepper.jp/strJ001225864/
モルツ,638,焼肉・ホルモン,黒毛和牛焼肉食べ放題　焼肉　タンとハラミ。　梅田はなれ店,大阪府大阪市北区曽根崎１-7-13　曽根崎ビル1F,050-5355-8012,34.6994871,135.5026932,https://www.hotpepper.jp/strJ001217762/
モルツ,550,焼肉・ホルモン,黒毛和牛焼肉食べ放題　焼肉　タンとハラミ。　梅田店,大阪府大阪市北区小松原町1番16号モコビル4F,050-5449-4757,34.7025203,135.5010177,https://www.hotpepper.jp/strJ001231125/
モルツ,495,韓国料理,韓国料理食べ放題　サムギョプサル　オンチョン　梅田店,大阪府大阪市北区小松原町1-16モコビル4F,050-5259-9037,34.7025203,135.5010177,https://www.hotpepper.jp/strJ001249199/
モルツ,495,居酒屋・創作料理,肉寿司×海鮮寿司　最大180品食べ放題　ゑびす　梅田店,大阪府大阪市北区小松原町1-16モコビル4F,050-5449-5026,34.7025203,135.5010177,https://www.hotpepper.jp/strJ001231130/
モルツ 生中,528,居酒屋,炭火焼鳥　権兵衛　茶屋町店,大阪府大阪市北区茶屋町１５－８　４Ｆ,050-5816-7770,34.7076229,135.4990846,https://www.hotpepper.jp/strJ000014074/
モルツ!!瓶ビール(中瓶),594,居酒屋,権之介梅田,大阪府大阪市北区芝田１-8-1 DDハウスB1F,06-6373-2321,34.7070549,135.4973708,https://www.hotpepper.jp/strJ000014274/
モルツ(中),418,居酒屋,九州酒場 熱血太郎,大阪府大阪市北区芝田１-７-２,06-6359-4411,34.7072867,135.4979365,https://www.hotpepper.jp/strJ001157965/
モルツ(中ビン),550,和食,えき亭,大阪府大阪市北区角田町９‐１０　新梅田食道街　１Ｆ,06-6312-0823,34.7035797,135.4980814,https://www.hotpepper.jp/strJ000661092/
モルツ(中瓶),605,居酒屋,《24時間営業》大衆居酒屋　酒ト肴さしすせそ　梅田東通り店,大阪府大阪市北区堂山町5-4,050-5815-5303,34.702836,135.5022329,https://www.hotpepper.jp/strJ001270281/
モルツ(中瓶),605,居酒屋,大衆居酒屋　酒ト肴さしすせそ　梅田お初天神店,大阪府大阪市北区曽根崎２-11-20 春貴曽根崎ビル　1F,050-5280-2812,34.7005997,135.5003918,https://www.hotpepper.jp/strJ001127295/
モルツ(小),418,居酒屋,九州酒場 熱血太郎,大阪府大阪市北区芝田１-７-２,06-6359-4411,34.7072867,135.4979365,https://www.hotpepper.jp/strJ001157965/
モルツ(生),700,ダイニングバー・バル,オープンドア　梅田店,大阪府大阪市北区梅田１-3-1 大阪駅前第1ビル1F,050-5356-4375,34.6988134,135.4964973,https://www.hotpepper.jp/strJ000013909/
モルツ(生中ジョッキ),550,居酒屋,浪速割烹居酒家おかだ,大阪府大阪市北区堂島２-2-35,06-6346-6877,34.697352,135.495169,https://www.hotpepper.jp/strJ000012486/
モルツ・ザ・ドラフト 中瓶,660,中華,香港海鮮飲茶樓　梅田ブリーゼブリーゼ店,大阪府大阪市北区梅田２－4－9　ブリーゼブリーゼ　ブリーゼタワー6F,06-6344-4188,34.6986205,135.4939534,https://www.hotpepper.jp/strJ000726637/
モルツ中瓶,528,居酒屋,激安大衆居酒屋　八銭　梅田東通り店,大阪府大阪市北区小松原町5-14,06-6367-0388,34.7035818,135.5014172,https://www.hotpepper.jp/strJ003366657/
モルツ瓶ビール,330,居酒屋・和食,炉ばた焼　網衆（やんしゅう）,大阪府大阪市北区中崎西２－２－６　(JR環状線高架下),050-5265-3634,34.7053068,135.5018837,https://www.hotpepper.jp/strJ000013594/
モルツ生ビール(中) 800ml,330,居酒屋・和食,炉ばた焼　妻籠（つまご）,大阪府大阪市北区小松原町４－６,050-5827-4107,34.7026933,135.5009244,https://www.hotpepper.jp/strJ000012580/
"モルツ生ビール(大) 1,200ml",990,居酒屋・和食,炉ばた焼　妻籠（つまご）,大阪府大阪市北区小松原町４－６,050-5827-4107,34.7026933,135.5009244,https://www.hotpepper.jp/strJ000012580/
モルツ生ビール(大)800ml,660,居酒屋・和食,炉ばた焼　網衆（やんしゅう）,大阪府大阪市北区中崎西２－２－６　(JR環状線高架下),050-5265-3634,34.7053068,135.5018837,https://www.hotpepper.jp/strJ000013594/
モルツ生ビール(小) 400ml,330,居酒屋・和食,炉ばた焼　妻籠（つまご）,大阪府大阪市北区小松原町４－６,050-5827-4107,34.7026933,135.5009244,https://www.hotpepper.jp/strJ000012580/
モルツ生ビール(小)400ml,330,居酒屋・和食,炉ばた焼　網衆（やんしゅう）,大阪府大阪市北区中崎西２－２－６　(JR環状線高架下),050-5265-3634,34.7053068,135.5018837,https://www.hotpepper.jp/strJ000013594/
モルツ美味しい生ビール中ジョッキ,518,居酒屋,権之介梅田,大阪府大阪市北区芝田１-8-1 DDハウスB1F,06-6373-2321,34.7070549,135.4973708,https://www.hotpepper.jp/strJ000014274/
モレッティ/モルツ,1320,カフェ・スイーツ,Bicerin 阪急うめだ,大阪府大阪市北区角田町8-7　阪急うめだ4F,050-5499-0343,34.7028186,135.4985323,https://www.hotpepper.jp/strJ003365108/
ライオン ラガー,900,バー・カクテル,Dining Bar M's,大阪府大阪市北区曽根崎2-14-10梅田ロイヤルビル7F,050-5223-1089,34.7009347,135.5007048,https://www.hotpepper.jp/strJ001037097/
ラオス産 ビアラオ ラガー,759,アジア・エスニック料理,コサムイ　バイ　チェディルアン,大阪府大阪市北区梅田２－２２ ハービスエント３階,050-5265-5313,34.6997829,135.4945698,https://www.hotpepper.jp/strJ001118696/
ラガー/スタウト/ハーフ&ハーフ,495,イタリアン・フレンチ,ビストロフレンチ　gourde　（ゴルデ）　グランフロント大阪,大阪府大阪市北区大深町３-１　グランフロント大阪北館６F,06-6359-4545,34.7053446,135.4945926,https://www.hotpepper.jp/strJ001127712/
ラガー/スタウト/ハーフ&ハーフ,450,居酒屋,憩酒屋 ひょうたんや　グランフロント大阪,大阪府大阪市北区大深町３-１グランフロント大阪 北館６F,06-6359-4545,34.7053446,135.4945926,https://www.hotpepper.jp/strJ001106385/
ラガール・デ・セルペラ,7150,ダイニングバー・バル,AmaーLur,大阪府大阪市北区堂島２丁目１番１６号  フジタ東洋紡ビル　１階,050-5281-6113,34.6958003,135.4942244,https://www.hotpepper.jp/strJ001034365/
ラガーヴ―リン 16年,1100,焼肉・ホルモン,焼肉　ハラミ馬鹿,大阪府大阪市北区中崎１－５－１９　１階,050-5281-5576,34.7070448,135.5058142,https://www.hotpepper.jp/strJ001135068/
ヱビス,600,お好み焼き・もんじゃ,お好み焼き とみや 大阪駅前第1ビル店,大阪府大阪市北区梅田１-3-1 大阪駅前第1ビル B2F,06-6341-5216,34.6988863,135.4964525,https://www.hotpepper.jp/strJ000448377/
ヱビス,500,イタリアン・フレンチ,Puteca　La　Lanterna,大阪府大阪市中央区平野町2-6-5　みすやビル1Ｆ,06-6202-0203,34.6876007,135.5038532,https://www.hotpepper.jp/strJ000720375/
ヱビス,770,ダイニングバー・バル・イタリアン・フレンチ,KELLERKELLER KRANZ（ケラケラ クランツ）,大阪府大阪市北区小松原町2-4　大阪富国生命ビル　フコクフォレストスクエアB２階,050-5282-7705,34.70217,135.5000915,https://www.hotpepper.jp/strJ001006243/
ヱビス,427,イタリアン・フレンチ・ダイニングバー・バル,イタメシヤ 8(エイト),大阪府大阪市北区中崎西４-3-25,050-5352-6152,34.708569,135.5017266,https://www.hotpepper.jp/strJ001209772/
ヱビス,1000,バー・カクテル,Bar 358,大阪府大阪市北区曾根崎新地1-2-10　第三鈴木ビル1F,06-6347-5010,34.6972792,135.4977038,https://www.hotpepper.jp/strJ001160051/
ヱビス,770,和食,割烹 ふじ久,大阪府大阪市北区曽根崎新地１‐２‐１３,050-5265-9201,34.7011661,135.5002261,https://www.hotpepper.jp/strJ000448570/
ヱビス (中、小),660,和食,四季の味　今井きしょう,大阪府大阪市北区梅田１-３番1-B100号大阪駅前第一ビルB１,050-5280-0824,34.6988134,135.4964973,https://www.hotpepper.jp/strJ001034278/
ヱビス (中瓶),650,和食,雲仙　北新地本店,大阪府大阪市北区曽根崎新地１-9-15 雲仙ビル1～3F,06-6345-0902,34.6982594,135.4988228,https://www.hotpepper.jp/strJ000448663/
ヱビス ザ ブラック(生),814,ダイニングバー・バル,BBQ33（ビービーキューサンジュウサン）,大阪府大阪市北区大深町3-1 グランフロント大阪北館6F,050-3154-8299,34.7053446,135.4945926,https://www.hotpepper.jp/strJ001051422/
ヱビス ザ・ブラック,550,和食,ひとくち,大阪府大阪市北区西天満４-5-25,06-6361-9048,34.696877,135.5052894,https://www.hotpepper.jp/strJ000740686/
ヱビス プレミアムブラック,730,ダイニングバー・バル・イタリアン・フレンチ,KELLER KELLER vita（ケラケラ ヴィータ）,大阪府大阪市北区茶屋町10-12 NU茶屋町8階,050-5265-8780,34.7068752,135.4991384,https://www.hotpepper.jp/strJ001118971/
ヱビス プレミアムブラック,730,ダイニングバー・バル・イタリアン・フレンチ,KELLERKELLER KRANZ（ケラケラ クランツ）,大阪府大阪市北区小松原町2-4　大阪富国生命ビル　フコクフォレストスクエアB２階,050-5282-7705,34.70217,135.5000915,https://www.hotpepper.jp/strJ001006243/
ヱビス ポールスター 樽詰,605,和食,阪急うめだ本店　江戸前回転鮨　紀州弥一,大阪府大阪市北区角田町8-7 阪急うめだ本店12F,050-5887-3010,34.7028186,135.4985323,https://www.hotpepper.jp/strJ001050830/
ヱビス 中瓶,600,和食,ひとくち,大阪府大阪市北区西天満４-5-25,06-6361-9048,34.696877,135.5052894,https://www.hotpepper.jp/strJ000740686/
ヱビス 中瓶,650,ダイニングバー・バル,天草の恵,大阪府大阪市北区曽根崎２－１４－２１　1F～3F,06-6314-0203,34.7011163,135.5007961,https://www.hotpepper.jp/strJ000049629/
ヱビス 生,700,お好み焼き・もんじゃ,Vin樹亭 （ヴァンジューテイ） ワイン・お好み焼き・鉄板焼のお店,大阪府大阪市北区曽根崎新地１‐２‐２４　ニューウメダビル１Ｆ,06-6347-1017,34.6972927,135.4980352,https://www.hotpepper.jp/strJ000763102/
ヱビス 生ビール(中),630,和食,ひとくち,大阪府大阪市北区西天満４-5-25,06-6361-9048,34.696877,135.5052894,https://www.hotpepper.jp/strJ000740686/
ヱビス 生樽,650,和食,雲仙　北新地本店,大阪府大阪市北区曽根崎新地１-9-15 雲仙ビル1～3F,06-6345-0902,34.6982594,135.4988228,https://www.hotpepper.jp/strJ000448663/
ヱビス(中),600,ダイニングバー・バル,天草の恵,大阪府大阪市北区曽根崎２－１４－２１　1F～3F,06-6314-0203,34.7011163,135.5007961,https://www.hotpepper.jp/strJ000049629/
ヱビス(中瓶),858,焼肉・ホルモン,黒毛和牛肉匠いちえ　個室別邸,大阪府大阪市北区曽根崎新地１－９－９　谷安ロワビル1階（北新地永楽町通り）,06-4798-1801,34.6982594,135.4988228,https://www.hotpepper.jp/strJ000761204/
ヱビス(生),600,イタリアン・フレンチ,KOHOKU,大阪府大阪市北区鶴野町２－８　鶴野ビル1F,06-6359-0630,34.7069682,135.5008705,https://www.hotpepper.jp/strJ000012619/
ヱビス(生ビール),650,和食,串と醸し（かもし）カッシーワ　梅田お初天神店,大阪府大阪市北区曽根崎２-10-19　河合ビル　パート2,050-5366-4534,34.7006896,135.5008728,https://www.hotpepper.jp/strJ001111174/
ヱビス<樽生>中ジョッキ,528,居酒屋,土佐清水ワールド梅田ギャザ阪急店,大阪府大阪市北区芝田１-3-1 ギャザ阪急3Ｆ,050-5366-0717,34.705548,135.4975565,https://www.hotpepper.jp/strJ001219086/
ヱビス<樽生>中ジョッキ,528,居酒屋・和食,土佐清水ワールド　梅田お初天神店,大阪府大阪市北区曽根崎２丁目8-7　コーストスタジョーネビル1階,050-5350-7039,34.6997226,135.5011282,https://www.hotpepper.jp/strJ001207930/
ヱビスザブラック 中,660,和食,四季の味　今井きしょう,大阪府大阪市北区梅田１-３番1-B100号大阪駅前第一ビルB１,050-5280-0824,34.6988134,135.4964973,https://www.hotpepper.jp/strJ001034278/
ヱビスザブラック 生,3300,ダイニングバー・バル,BBQ33（ビービーキューサンジュウサン）,大阪府大阪市北区大深町3-1 グランフロント大阪北館6F,050-3154-8299,34.7053446,135.4945926,https://www.hotpepper.jp/strJ001051422/
ヱビスビール,650,韓国料理,コリアンダイニング　李朝園　ハービスＰＬＡＺＡ梅田店,大阪府大阪市北区梅田２－５－２５　ハービスＰＬＡＺＡ地下２階,050-5861-8203,34.6984253,135.4926758,https://www.hotpepper.jp/strJ001029099/
ヱビスビール,600,和食,花狩人　かとう,大阪府大阪市北区梅田１－１－３　大阪駅前第3ビルB1F－48,06-6346-2044,34.6988257,135.4992804,https://www.hotpepper.jp/strJ000013604/
ヱビスビール,650,ダイニングバー・バル,memphis,大阪府大阪市北区西天満２丁目9-3大治ロイヤービル1F,06-6363-3738,34.6964246,135.502417,https://www.hotpepper.jp/strJ000760501/
ヱビスビール,650,イタリアン・フレンチ,nitro,大阪府大阪市北区曽根崎１丁目6番10号,050-5349-9504,34.6993912,135.5036545,https://www.hotpepper.jp/strJ001203642/
ヱビスビール (生中),693,居酒屋,博多もつ鍋　おおやま　大阪駅,大阪府大阪市北区梅田３－１－３　ルクアイーレ１０階,050-5265-4138,34.7028866,135.4953236,https://www.hotpepper.jp/strJ001117579/
ヱビスビール 中ジョッキ,410,居酒屋,三喜,大阪府大阪市北区角田町９‐２６　新梅田食道街１Ｆ,06-6361-3085,34.7035797,135.4980814,https://www.hotpepper.jp/strJ000828052/
ヱビスビール 小瓶,660,イタリアン・フレンチ,ブラッスリー舵,大阪府大阪市北区西天満５-6-26 コーポイセマチ1F,050-5572-3666,34.6989007,135.5082172,https://www.hotpepper.jp/strJ001267951/
